Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH002138,PET002138,CL000051,2026-02-28,44.08,Cancelled,Complaints,CMP002,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002139,PET002139,CL000018,2026-02-28,41.5,Cancelled,Retentions,RET014,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002140,PET002140,CL000118,2026-02-28,13.88,Cancelled,Retentions,RET006,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002141,PET002141,CL000107,2026-02-28,11.1,Cancelled,Customer Service,CS019,DH002,Cancellation Before Premium Due,Refund Mailbox Delay,No,Actioned
DH002142,PET002142,CL000142,2026-02-28,48.45,Cancelled,Retentions,RET022,DH001,Death of Pet,Waiting for Information,No,Actioned
DH002143,PET002143,CL000047,2026-02-28,57.26,Cancelled,Complaints,CMP005,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002144,PET002144,CL000154,2026-02-28,12.59,Cancelled,Retentions,RET024,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002145,PET002145,CL000041,2026-02-28,14.97,Cancelled,Retentions,RET023,DH002,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH002146,PET002146,CL000135,2026-02-28,89.51,Void,Customer Service,CS019,DH002,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH002147,PET002147,CL000081,2026-02-28,44.73,Cancelled,Retentions,RET028,DH002,Cancellation Before Premium Due,Refund Mailbox Delay,No,No Action
DH002148,PET002148,CL000142,2026-02-28,83.15,Cancelled,Claims,CLM001,DH002,Death of Pet,Waiting for Information,No,Actioned
DH002149,PET002149,CL000081,2026-02-28,19.74,Cancelled,Retentions,RET004,DH001,Cancellation Before Premium Due,Refund Mailbox Delay,No,Actioned
DH002150,PET002150,CL000046,2026-02-28,87.67,Void,Customer Service,CS007,DH002,Cancellation from Renewal (Void),Agent Forgot,Yes,No Action
DH002151,PET002151,CL000055,2026-02-28,37.59,Void,Customer Service,CS019,DH001,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH002152,PET002152,CL000165,2026-02-28,74.98,Cancelled,Retentions,RET022,DH001,Death of Pet,Refund Mailbox Delay,Yes,Actioned
DH002153,PET002153,CL000062,2026-02-28,6.33,Cancelled,Retentions,RET028,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002154,PET002154,CL000092,2026-02-28,68.58,Void,Customer Service,CS011,DH002,Cancellation from Renewal (Void),Waiting for Information,Yes,Actioned
DH002155,PET002155,CL000151,2026-02-28,43.24,Cancelled,Complaints,CMP002,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002156,PET002156,CL000070,2026-02-28,6.2,Cancelled,Retentions,RET029,DH001,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH002157,PET002157,CL000127,2026-02-28,94.9,Cancelled,Retentions,RET023,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,No Action
DH002158,PET002158,CL000102,2026-02-28,33.93,Cancelled,Retentions,RET025,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002159,PET002159,CL000003,2026-02-28,90.05,Cancelled,Customer Service,CS024,DH002,Cancellation Before Premium Due,Agent Forgot,No,Actioned
DH002160,PET002160,CL000170,2026-02-28,45.28,Void,Customer Service,CS021,DH002,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH002161,PET002161,CL000046,2026-02-28,73.05,Cancelled,Claims,CLM006,DH001,Death of Pet,Payment Date Misunderstood,No,No Action
DH002162,PET002162,CL000121,2026-02-28,27.16,Cancelled,Retentions,RET022,DH001,Cancellation Before Premium Due,Refund Mailbox Delay,No,Actioned
DH002163,PET002163,CL000034,2026-02-28,82.32,Void,Complaints,CMP001,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH002164,PET002164,CL000188,2026-02-28,22.51,Cancelled,Retentions,RET018,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002165,PET002165,CL000142,2026-02-28,63.54,Void,Customer Service,CS006,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002166,PET002166,CL000106,2026-02-28,45.78,Void,Customer Service,CS022,DH001,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH002167,PET002167,CL000148,2026-02-28,22.36,Cancelled,Customer Service,CS003,DH001,Death of Pet,Waiting for Information,Yes,Actioned
DH002168,PET002168,CL000024,2026-02-28,81.18,Cancelled,Retentions,RET003,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002169,PET002169,CL000148,2026-02-28,17.03,Cancelled,Retentions,RET016,DH002,Cancellation Before Premium Due,Agent Forgot,No,Raised
DH002170,PET002170,CL000154,2026-02-28,16.72,Cancelled,Retentions,RET019,DH002,Death of Pet,Waiting for Information,No,Actioned
DH002171,PET002171,CL000174,2026-02-28,6.4,Cancelled,Retentions,RET021,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002172,PET002172,CL000105,2026-02-28,42.24,Cancelled,Customer Service,CS008,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002173,PET002173,CL000112,2026-02-28,150.89,Void,Claims,CLM005,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002174,PET002174,CL000142,2026-02-28,10.84,Void,Claims,CLM010,DH002,Death of Pet,Agent Forgot,No,Actioned
DH002175,PET002175,CL000160,2026-02-28,221.76,Cancelled,Claims,CLM001,DH001,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH002176,PET002176,CL000073,2026-02-28,22.92,Void,Retentions,RET002,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH002177,PET002177,CL000151,2026-02-28,15.46,Cancelled,Complaints,CMP003,DH002,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH002178,PET002178,CL000138,2026-02-28,62.92,Void,Customer Service,CS021,DH001,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH002179,PET002179,CL000067,2026-02-28,95.41,Cancelled,Retentions,RET017,DH002,Cancellation Before Premium Due,Refund Mailbox Delay,No,Actioned
DH002180,PET002180,CL000087,2026-02-28,43.17,Cancelled,Retentions,RET011,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002181,PET002181,CL000170,2026-02-28,32.52,Void,Retentions,RET010,DH001,Cancellation from Renewal (Void),Agent Forgot,No,Raised
DH002182,PET002182,CL000148,2026-02-28,10.76,Cancelled,Claims,CLM006,DH001,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH002183,PET002183,CL000059,2026-02-28,22.44,Void,Claims,CLM003,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH002184,PET002184,CL000115,2026-02-28,9.61,Void,Retentions,RET028,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002185,PET002185,CL000097,2026-02-28,65.05,Cancelled,Retentions,RET014,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002186,PET002186,CL000014,2026-02-28,59.8,Cancelled,Customer Service,CS003,DH001,Cancellation Before Premium Due,Waiting for Information,Yes,Actioned
DH002187,PET002187,CL000097,2026-02-28,54.21,Cancelled,Customer Service,CS001,DH002,Cancellation Before Premium Due,Agent Forgot,Yes,No Action
DH002188,PET002188,CL000182,2026-02-28,24.02,Cancelled,Claims,CLM007,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002189,PET002189,CL000175,2026-02-28,35.16,Cancelled,Customer Service,CS024,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH002190,PET002190,CL000113,2026-02-28,54.45,Void,Customer Service,CS002,DH002,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH002191,PET002191,CL000092,2026-02-28,45.45,Cancelled,Retentions,RET008,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002192,PET002192,CL000155,2026-02-28,29.84,Cancelled,Complaints,CMP003,DH002,Cancellation Before Premium Due,Agent Forgot,No,No Action
DH002193,PET002193,CL000183,2026-02-28,33.5,Void,Customer Service,CS015,DH002,Cancellation from Renewal (Void),Waiting for Information,No,No Action
DH002194,PET002194,CL000122,2026-02-28,26.8,Cancelled,Claims,CLM001,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002195,PET002195,CL000023,2026-02-28,7.67,Cancelled,Customer Service,CS007,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,Yes,No Action
DH002196,PET002196,CL000147,2026-02-28,86.93,Cancelled,Retentions,RET012,DH001,Death of Pet,Payment Date Misunderstood,No,No Action
DH002197,PET002197,CL000086,2026-02-28,71.14,Cancelled,Claims,CLM003,DH002,Death of Pet,Agent Forgot,No,Actioned
DH002198,PET002198,CL000010,2026-02-28,11.17,Cancelled,Customer Service,CS003,DH001,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH002199,PET002199,CL000093,2026-02-28,53.9,Void,Customer Service,CS017,DH002,Cancellation from Renewal (Void),Refund Mailbox Delay,Yes,Actioned
DH002200,PET002200,CL000082,2026-02-28,39.96,Cancelled,Retentions,RET003,DH002,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH002201,PET002201,CL000165,2026-02-28,70.42,Cancelled,Customer Service,CS024,DH002,Death of Pet,Waiting for Information,No,Actioned
DH002202,PET002202,CL000182,2026-02-28,87.02,Cancelled,Retentions,RET011,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002203,PET002203,CL000178,2026-02-28,39.2,Void,Retentions,RET014,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH002204,PET002204,CL000160,2026-02-28,17.0,Cancelled,Retentions,RET007,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002205,PET002205,CL000055,2026-02-28,43.52,Void,Customer Service,CS006,DH002,Death of Pet,Waiting for Information,Yes,Actioned
DH002206,PET002206,CL000068,2026-02-28,10.68,Cancelled,Claims,CLM003,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH002207,PET002207,CL000022,2026-02-28,39.91,Void,Claims,CLM007,DH002,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH002208,PET002208,CL000024,2026-02-28,283.74,Void,Retentions,RET012,DH002,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002209,PET002209,CL000021,2026-02-28,48.04,Cancelled,Customer Service,CS012,DH001,Cancellation Before Premium Due,Agent Forgot,No,Actioned
DH002210,PET002210,CL000160,2026-02-28,52.9,Void,Retentions,RET029,DH001,Cancellation from Renewal (Void),Refund Mailbox Delay,No,Actioned
DH002211,PET002211,CL000093,2026-02-28,91.98,Cancelled,Retentions,RET015,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH002212,PET002212,CL000025,2026-02-28,22.45,Cancelled,Customer Service,CS018,DH001,Cancellation Before Premium Due,Refund Mailbox Delay,No,Actioned
DH002213,PET002213,CL000067,2026-02-28,59.46,Cancelled,Claims,CLM005,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002214,PET002214,CL000196,2026-02-28,92.02,Void,Retentions,RET003,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002215,PET002215,CL000103,2026-02-28,2.87,Void,Retentions,RET028,DH001,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH002216,PET002216,CL000079,2026-02-28,28.0,Cancelled,Retentions,RET002,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH002217,PET002217,CL000190,2026-02-28,71.61,Cancelled,Retentions,RET029,DH002,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002218,PET002218,CL000105,2026-02-28,271.54,Cancelled,Retentions,RET002,DH002,Death of Pet,Agent Forgot,No,Actioned
DH002219,PET002219,CL000108,2026-02-28,283.54,Void,Complaints,CMP004,DH001,Death of Pet,Waiting for Information,No,Actioned
DH002220,PET002220,CL000163,2026-02-28,6.81,Void,Retentions,RET005,DH002,Cancellation from Renewal (Void),Refund Mailbox Delay,Yes,Actioned
DH002221,PET002221,CL000128,2026-02-28,35.53,Void,Claims,CLM010,DH002,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH002222,PET002222,CL000147,2026-02-28,85.42,Void,Retentions,RET019,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002223,PET002223,CL000127,2026-02-28,1.76,Cancelled,Retentions,RET007,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002224,PET002224,CL000144,2026-02-28,29.74,Cancelled,Customer Service,CS004,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH002225,PET002225,CL000012,2026-02-28,49.83,Void,Claims,CLM001,DH001,Cancellation from Renewal (Void),Refund Mailbox Delay,No,No Action
DH002226,PET002226,CL000012,2026-02-28,11.16,Cancelled,Claims,CLM005,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002227,PET002227,CL000103,2026-02-28,80.35,Cancelled,Retentions,RET028,DH001,Cancellation Before Premium Due,Refund Mailbox Delay,No,Actioned
DH002228,PET002228,CL000101,2026-02-28,151.92,Cancelled,Retentions,RET027,DH002,Death of Pet,Agent Forgot,No,Actioned
DH002229,PET002229,CL000131,2026-02-28,45.2,Cancelled,Claims,CLM010,DH001,Death of Pet,Refund Mailbox Delay,No,Actioned
DH002230,PET002230,CL000036,2026-02-28,51.16,Cancelled,Customer Service,CS007,DH002,Death of Pet,Waiting for Information,Yes,Actioned
DH002231,PET002231,CL000021,2026-02-28,80.77,Void,Retentions,RET025,DH002,Cancellation from Renewal (Void),Agent Forgot,No,No Action
DH002232,PET002232,CL000187,2026-02-28,16.75,Void,Retentions,RET003,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002233,PET002233,CL000113,2026-02-28,2.77,Cancelled,Customer Service,CS016,DH001,Cancellation Before Premium Due,Waiting for Information,No,Actioned
DH002234,PET002234,CL000169,2026-02-28,74.68,Void,Retentions,RET017,DH002,Cancellation from Renewal (Void),Agent Forgot,No,No Action
DH002235,PET002235,CL000085,2026-02-28,36.44,Void,Retentions,RET025,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,No Action
DH002236,PET002236,CL000001,2026-02-28,55.55,Void,Retentions,RET014,DH002,Death of Pet,Agent Forgot,No,Actioned
DH002237,PET002237,CL000105,2026-02-28,75.12,Cancelled,Retentions,RET011,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002238,PET002238,CL000086,2026-02-28,2.69,Void,Retentions,RET016,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH002239,PET002239,CL000041,2026-02-28,240.01,Void,Customer Service,CS009,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,No Action
DH002240,PET002240,CL000099,2026-02-28,99.14,Cancelled,Customer Service,CS024,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH002241,PET002241,CL000069,2026-02-28,67.79,Void,Customer Service,CS014,DH002,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH002242,PET002242,CL000061,2026-02-28,101.6,Cancelled,Customer Service,CS007,DH002,Cancellation Before Premium Due,Waiting for Information,Yes,Actioned
DH002243,PET002243,CL000050,2026-02-28,54.3,Cancelled,Customer Service,CS021,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002244,PET002244,CL000191,2026-02-28,40.89,Cancelled,Customer Service,CS014,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,No Action
DH002245,PET002245,CL000013,2026-02-28,260.89,Cancelled,Complaints,CMP003,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002246,PET002246,CL000086,2026-02-28,71.94,Cancelled,Customer Service,CS013,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002247,PET002247,CL000063,2026-02-28,45.7,Cancelled,Customer Service,CS009,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH002248,PET002248,CL000192,2026-02-28,47.01,Cancelled,Retentions,RET019,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002249,PET002249,CL000114,2026-02-28,96.28,Void,Customer Service,CS006,DH001,Cancellation from Renewal (Void),Refund Mailbox Delay,No,No Action
DH002250,PET002250,CL000167,2026-02-28,60.88,Cancelled,Customer Service,CS011,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002251,PET002251,CL000156,2026-02-28,29.11,Void,Retentions,RET015,DH001,Cancellation from Renewal (Void),Waiting for Information,Yes,No Action
DH002252,PET002252,CL000145,2026-02-28,96.91,Cancelled,Retentions,RET016,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH002253,PET002253,CL000079,2026-02-28,58.27,Cancelled,Claims,CLM010,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002254,PET002254,CL000147,2026-02-28,27.6,Cancelled,Retentions,RET029,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002255,PET002255,CL000182,2026-02-28,43.42,Void,Customer Service,CS022,DH002,Death of Pet,Waiting for Information,Yes,Actioned
DH002256,PET002256,CL000001,2026-02-28,63.29,Void,Claims,CLM008,DH002,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH002257,PET002257,CL000054,2026-02-28,28.56,Cancelled,Retentions,RET004,DH002,Cancellation Before Premium Due,Agent Forgot,No,No Action
DH002258,PET002258,CL000158,2026-02-28,148.09,Cancelled,Retentions,RET018,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002259,PET002259,CL000066,2026-02-28,3.75,Cancelled,Customer Service,CS016,DH002,Death of Pet,Waiting for Information,No,Actioned
DH002260,PET002260,CL000171,2026-02-28,19.52,Void,Retentions,RET018,DH001,Cancellation from Renewal (Void),Agent Forgot,No,No Action
DH002261,PET002261,CL000089,2026-02-28,33.92,Cancelled,Retentions,RET017,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,No Action
DH002262,PET002262,CL000136,2026-02-28,63.13,Void,Customer Service,CS014,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002263,PET002263,CL000001,2026-02-28,28.61,Void,Complaints,CMP004,DH001,Death of Pet,Agent Forgot,No,Actioned
DH002264,PET002264,CL000178,2026-02-28,21.64,Void,Customer Service,CS019,DH002,Cancellation from Renewal (Void),Agent Forgot,Yes,No Action
DH002265,PET002265,CL000096,2026-02-28,70.13,Cancelled,Customer Service,CS013,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH002266,PET002266,CL000195,2026-02-28,7.62,Cancelled,Customer Service,CS021,DH002,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH002267,PET002267,CL000136,2026-02-28,37.2,Cancelled,Retentions,RET026,DH002,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH002268,PET002268,CL000150,2026-02-28,26.08,Cancelled,Claims,CLM008,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002269,PET002269,CL000126,2026-02-28,1.72,Void,Customer Service,CS007,DH001,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH002270,PET002270,CL000020,2026-02-28,11.89,Void,Retentions,RET021,DH002,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH002271,PET002271,CL000058,2026-02-28,38.49,Void,Retentions,RET025,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH002272,PET002272,CL000197,2026-02-28,94.57,Void,Customer Service,CS024,DH001,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH002273,PET002273,CL000040,2026-02-28,11.02,Void,Retentions,RET022,DH002,Death of Pet,Waiting for Information,No,Actioned
DH002274,PET002274,CL000018,2026-02-28,5.31,Cancelled,Retentions,RET019,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH002275,PET002275,CL000020,2026-02-28,36.31,Cancelled,Retentions,RET030,DH001,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH002276,PET002276,CL000038,2026-02-28,90.5,Cancelled,Retentions,RET025,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH002277,PET002277,CL000055,2026-02-28,37.46,Cancelled,Retentions,RET017,DH001,Cancellation Before Premium Due,Agent Forgot,No,No Action
DH002278,PET002278,CL000179,2026-02-28,18.56,Cancelled,Retentions,RET001,DH002,Death of Pet,Waiting for Information,No,Actioned
DH002279,PET002279,CL000152,2026-02-28,43.5,Void,Customer Service,CS025,DH001,Death of Pet,Waiting for Information,No,Actioned
DH002280,PET002280,CL000172,2026-02-28,0.77,Cancelled,Retentions,RET008,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
