Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Agent Working,Refund Type,Root Cause,Customer Contacted,Outcome
DH000884,PET000884,CL000140,2025-06-30,38.21,Cancelled,Claims,CLM004,DH002,Cancellation Before Premium Due,Refund Mailbox Delay,No,Actioned
DH000885,PET000885,CL000168,2025-06-30,45.72,Cancelled,Retentions,RET012,DH002,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH000886,PET000886,CL000036,2025-06-30,76.05,Cancelled,Retentions,RET024,DH001,Death of Pet,Payment Date Misunderstood,No,No Action
DH000887,PET000887,CL000006,2025-06-30,11.36,Cancelled,Claims,CLM002,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000888,PET000888,CL000012,2025-06-30,25.18,Void,Customer Service,CS022,DH002,Death of Pet,Refund Mailbox Delay,No,Actioned
DH000889,PET000889,CL000087,2025-06-30,281.49,Void,Customer Service,CS025,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000890,PET000890,CL000189,2025-06-30,90.37,Void,Complaints,CMP003,DH002,Death of Pet,Agent Forgot,Yes,No Action
DH000891,PET000891,CL000120,2025-06-30,96.23,Void,Claims,CLM005,DH001,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH000892,PET000892,CL000010,2025-06-30,68.09,Cancelled,Customer Service,CS025,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000893,PET000893,CL000119,2025-06-30,0.58,Cancelled,Customer Service,CS018,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000894,PET000894,CL000017,2025-06-30,20.33,Cancelled,Retentions,RET016,DH001,Death of Pet,Waiting for Information,No,Actioned
DH000895,PET000895,CL000168,2025-06-30,7.0,Void,Customer Service,CS002,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000896,PET000896,CL000091,2025-06-30,11.8,Cancelled,Customer Service,CS004,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000897,PET000897,CL000165,2025-06-30,21.33,Void,Retentions,RET014,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000898,PET000898,CL000039,2025-06-30,105.12,Void,Claims,CLM009,DH002,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH000899,PET000899,CL000039,2025-06-30,49.91,Cancelled,Complaints,CMP002,DH002,Death of Pet,Waiting for Information,No,Actioned
DH000900,PET000900,CL000169,2025-06-30,27.65,Void,Retentions,RET008,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000901,PET000901,CL000030,2025-06-30,72.26,Cancelled,Retentions,RET003,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000902,PET000902,CL000059,2025-06-30,26.76,Cancelled,Claims,CLM003,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000903,PET000903,CL000067,2025-06-30,67.09,Cancelled,Customer Service,CS005,DH002,Cancellation Before Premium Due,Waiting for Information,No,No Action
DH000904,PET000904,CL000004,2025-06-30,26.75,Cancelled,Customer Service,CS016,DH001,Death of Pet,Payment Date Misunderstood,No,No Action
DH000905,PET000905,CL000034,2025-06-30,31.18,Cancelled,Retentions,RET023,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH000906,PET000906,CL000152,2025-06-30,55.4,Void,Retentions,RET030,DH002,Cancellation from Renewal (Void),Refund Mailbox Delay,No,No Action
DH000907,PET000907,CL000112,2025-06-30,29.09,Cancelled,Customer Service,CS017,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000908,PET000908,CL000083,2025-06-30,30.35,Cancelled,Complaints,CMP001,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000909,PET000909,CL000110,2025-06-30,25.37,Cancelled,Complaints,CMP001,DH001,Death of Pet,Waiting for Information,No,Actioned
DH000910,PET000910,CL000043,2025-06-30,3.1,Void,Retentions,RET030,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH000911,PET000911,CL000037,2025-06-30,5.75,Void,Customer Service,CS002,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000912,PET000912,CL000147,2025-06-30,27.8,Void,Claims,CLM002,DH002,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH000913,PET000913,CL000072,2025-06-30,55.83,Cancelled,Claims,CLM002,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000914,PET000914,CL000019,2025-06-30,65.75,Cancelled,Customer Service,CS023,DH002,Death of Pet,Waiting for Information,No,Actioned
DH000915,PET000915,CL000161,2025-06-30,1.8,Void,Customer Service,CS009,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH000916,PET000916,CL000023,2025-06-30,271.43,Cancelled,Retentions,RET003,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000917,PET000917,CL000068,2025-06-30,81.56,Void,Customer Service,CS006,DH002,Cancellation from Renewal (Void),Waiting for Information,No,Actioned
DH000918,PET000918,CL000162,2025-06-30,24.29,Cancelled,Retentions,RET029,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000919,PET000919,CL000082,2025-06-30,67.39,Cancelled,Claims,CLM008,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000920,PET000920,CL000105,2025-06-30,7.83,Void,Retentions,RET015,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000921,PET000921,CL000012,2025-06-30,26.4,Void,Retentions,RET007,DH001,Cancellation from Renewal (Void),Agent Forgot,Yes,Actioned
DH000922,PET000922,CL000006,2025-06-30,104.23,Cancelled,Retentions,RET012,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000923,PET000923,CL000041,2025-06-30,69.78,Cancelled,Retentions,RET006,DH002,Death of Pet,Agent Forgot,No,Actioned
DH000924,PET000924,CL000006,2025-06-30,76.33,Cancelled,Retentions,RET010,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH000925,PET000925,CL000097,2025-06-30,56.57,Void,Retentions,RET003,DH001,Death of Pet,Agent Forgot,Yes,Actioned
DH000926,PET000926,CL000139,2025-06-30,57.6,Cancelled,Claims,CLM004,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000927,PET000927,CL000118,2025-06-30,20.58,Void,Customer Service,CS010,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000928,PET000928,CL000137,2025-06-30,25.3,Cancelled,Customer Service,CS012,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000929,PET000929,CL000123,2025-06-30,35.72,Void,Complaints,CMP001,DH001,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH000930,PET000930,CL000122,2025-06-30,43.59,Void,Retentions,RET016,DH002,Death of Pet,Waiting for Information,Yes,Actioned
DH000931,PET000931,CL000154,2025-06-30,10.23,Cancelled,Customer Service,CS016,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000932,PET000932,CL000190,2025-06-30,116.3,Void,Retentions,RET025,DH001,Death of Pet,Payment Date Misunderstood,No,No Action
DH000933,PET000933,CL000010,2025-06-30,74.76,Cancelled,Customer Service,CS005,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000934,PET000934,CL000174,2025-06-30,22.9,Cancelled,Customer Service,CS006,DH001,Death of Pet,Waiting for Information,No,Actioned
DH000935,PET000935,CL000155,2025-06-30,28.52,Void,Claims,CLM003,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000936,PET000936,CL000018,2025-06-30,101.13,Cancelled,Retentions,RET004,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000937,PET000937,CL000144,2025-06-30,67.25,Cancelled,Retentions,RET030,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000938,PET000938,CL000066,2025-06-30,35.67,Cancelled,Retentions,RET007,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000939,PET000939,CL000099,2025-06-30,40.88,Cancelled,Retentions,RET026,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000940,PET000940,CL000158,2025-06-30,2.07,Void,Retentions,RET029,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000941,PET000941,CL000195,2025-06-30,5.82,Void,Customer Service,CS010,DH002,Death of Pet,Waiting for Information,No,Actioned
DH000942,PET000942,CL000072,2025-06-30,92.0,Cancelled,Customer Service,CS009,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000943,PET000943,CL000094,2025-06-30,88.54,Void,Customer Service,CS007,DH002,Death of Pet,Refund Mailbox Delay,Yes,Actioned
DH000944,PET000944,CL000050,2025-06-30,3.45,Cancelled,Retentions,RET030,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000945,PET000945,CL000012,2025-06-30,240.86,Void,Customer Service,CS001,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH000946,PET000946,CL000166,2025-06-30,90.37,Void,Claims,CLM003,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,No Action
DH000947,PET000947,CL000015,2025-06-30,38.43,Cancelled,Retentions,RET028,DH001,Cancellation Before Premium Due,Agent Forgot,Yes,No Action
DH000948,PET000948,CL000082,2025-06-30,58.47,Void,Customer Service,CS012,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH000949,PET000949,CL000017,2025-06-30,40.45,Cancelled,Retentions,RET002,DH002,Cancellation Before Premium Due,Agent Forgot,Yes,Actioned
DH000950,PET000950,CL000001,2025-06-30,32.43,Void,Claims,CLM002,DH002,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH000951,PET000951,CL000161,2025-06-30,253.35,Void,Retentions,RET012,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000952,PET000952,CL000049,2025-06-30,86.91,Cancelled,Retentions,RET009,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000953,PET000953,CL000052,2025-06-30,21.8,Cancelled,Retentions,RET016,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000954,PET000954,CL000162,2025-06-30,58.53,Void,Customer Service,CS005,DH001,Cancellation from Renewal (Void),Payment Date Misunderstood,No,Actioned
DH000955,PET000955,CL000074,2025-06-30,37.99,Cancelled,Claims,CLM002,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000956,PET000956,CL000048,2025-06-30,28.7,Cancelled,Customer Service,CS002,DH002,Cancellation Before Premium Due,Agent Forgot,No,Actioned
DH000957,PET000957,CL000108,2025-06-30,23.47,Cancelled,Retentions,RET012,DH002,Death of Pet,Agent Forgot,Yes,Actioned
DH000958,PET000958,CL000152,2025-06-30,27.4,Cancelled,Retentions,RET012,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000959,PET000959,CL000130,2025-06-30,4.55,Void,Customer Service,CS006,DH001,Cancellation from Renewal (Void),Waiting for Information,No,No Action
DH000960,PET000960,CL000051,2025-06-30,213.6,Void,Claims,CLM001,DH001,Death of Pet,Waiting for Information,No,Actioned
DH000961,PET000961,CL000001,2025-06-30,60.03,Void,Retentions,RET028,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000962,PET000962,CL000002,2025-06-30,23.8,Void,Customer Service,CS016,DH002,Cancellation from Renewal (Void),Agent Forgot,No,Actioned
DH000963,PET000963,CL000033,2025-06-30,47.41,Cancelled,Retentions,RET022,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,No Action
DH000964,PET000964,CL000151,2025-06-30,8.91,Cancelled,Retentions,RET017,DH001,Cancellation Before Premium Due,Waiting for Information,No,Actioned
DH000965,PET000965,CL000036,2025-06-30,11.78,Cancelled,Retentions,RET006,DH002,Death of Pet,Agent Forgot,No,Actioned
DH000966,PET000966,CL000108,2025-06-30,25.93,Cancelled,Claims,CLM006,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000967,PET000967,CL000033,2025-06-30,25.37,Cancelled,Complaints,CMP004,DH002,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
DH000968,PET000968,CL000155,2025-06-30,95.41,Cancelled,Customer Service,CS018,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000969,PET000969,CL000021,2025-06-30,23.49,Cancelled,Customer Service,CS007,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000970,PET000970,CL000013,2025-06-30,84.32,Cancelled,Retentions,RET027,DH001,Death of Pet,Payment Date Misunderstood,Yes,Actioned
DH000971,PET000971,CL000163,2025-06-30,1.56,Cancelled,Customer Service,CS013,DH001,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000972,PET000972,CL000071,2025-06-30,28.33,Cancelled,Claims,CLM009,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000973,PET000973,CL000026,2025-06-30,49.21,Void,Customer Service,CS014,DH002,Death of Pet,Payment Date Misunderstood,No,Actioned
DH000974,PET000974,CL000111,2025-06-30,258.73,Cancelled,Complaints,CMP005,DH001,Cancellation Before Premium Due,Payment Date Misunderstood,No,Actioned
